0.8;0.2
1.0;0.6
1.3;1.4
1.4;2.5
1.6;3.6
1.8;4.4
2.0;4.8
2.3;5.1
2.6;5.1
3.0;4.8
3.3;4.1
3.6;3.4
4.0;2.8
4.5;2.2
5.0;1.7
5.5;1.3
6.0;1.1
6.5;0.9
7.0;0.7
7.5;0.5
8.0;0.4
8.5;0.3
9.0;0.2
9.5;0.2
10.0;0.2
